contexto,palavra,classe,genero,correcao_classe,correcao_palavra,genero_derivacao,tipo_nome,correcao_genero,animacidade,marca_genero_raiz,marca_genero_desinencia,marca_genero_concord,forma_heteronimo,tipo_substantivo,qual_heteronimo
disciplinas           umas algu   agumas vão trancar,agumas,substantivo,['Fem'],-,,-,-,-,-,-,-,-,-,-,
é sempre                      tem                      anúncios de palestra lá,anúncios,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
vejo tanta frequência tanta           intensidade como é lá,intensidade,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
que você acha sobre as vaquejadas           eu não,vaquejadas,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
é algo que trás           felicidade ao animal,felicidade,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
período                       terceiro                        estu                                                 qual sua,estu,substantivo,['Fem'],-,,-,-,-,-,-,-,-,-,-,
as coisa assim                       uma pegada mais atual,pegada,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
prefeito colocou esse ano                                                trê   cinco dias,trê,substantivo,['Masc'],-,,-,-,-,-,-,-,-,-,-,
fez lá                       eu fiz agronegócio                        gostou,agronegócio,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
mas você                       tem um equilíbrio com a natureza,equilíbrio,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
de contabilidade                                                em   empreendedorismo                       essas coisas,empreendedorismo,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
que você fez pra o subsequente                       nada basicamente,subsequente,substantivo,['Masc'],,,não,impróprio,masculino,menos,não,não,sim,não,uniforme,
eram os cursos que tinha disponíveis   e por,disponíveis,substantivo,['Masc'],Adjetivo,,-,-,-,-,-,-,-,-,-,
tinha três cursos disponíveis                       Agronegócio                                                Informática,Agronegócio,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
de desenvolvimento                                                desenvolvimento                       agroecológico basicamente assim,agroecológico,substantivo,['Masc'],Adjetivo,,-,-,-,-,-,-,-,-,-,
você acha que é esse apego de seu pai,apego,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
num                       fazem mal entre aspas                       agora tipo,aspas,substantivo,['Masc'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
levaram                       televisão                       mircroondas impressora dinheiro                                                roupa,impressora,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
não tinha                           tava uma varrida na minha casa,varrida,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
porque ela                       era tesoureira da igreja aí,tesoureira,substantivo,['Fem'],,,não,comum,feminino,mais,não,sim,não,não,biforme,
igreja aí ela guardava os dinheiros essas coisas então,dinheiros,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
que ela tinha guardado e cofre e o dinheiro,cofre,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
que                       a                       com urgência a segurança de,urgência,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
muito precária o f   delegado não fez queixa,delegado,substantivo,['Masc'],,,não,deverbal,masculino,mais,não,sim,não,não,biforme,
f   delegado não fez queixa era pra gente,queixa,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
ele não tinha                       um escrivão sei lá não,escrivão,substantivo,['Masc'],,,não,comum,masculino,mais,não,sim,não,não,biforme,
alguém e                       então eu tranco tudo chego em,tranco,substantivo,['Masc'],Verbo,,-,-,-,-,-,-,-,-,-,
portão tranco a porta tranco janela boto cadeira,janela,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
tinha como consertar                       aqueles prot   portão que,prot,substantivo,['Masc'],-,,-,-,-,-,-,-,-,-,-,
trocou a porta da garagem porque era uma,garagem,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
o telefone                       aí o telefo   era o,telefo,substantivo,['Masc'],-,,-,-,-,-,-,-,-,-,-,
telefone dela ela percebeu a capinha era igual,capinha,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
o meu                       é uma cortina                       aí eu,cortina,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
via ali                       o mesmo empenho                       as mesmas,empenho,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
coisas pra fazer                       tem desgaste                       sempre,desgaste,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
fui nessa linha de raciocínio porque meus professores,raciocínio,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
vá   que eu me encaixe melhor                       aí,encaixe,substantivo,['Masc'],Verbo,,-,-,-,-,-,-,-,-,-,
de inscrição eu troquei   arquitetura foi pra segunda,arquitetura,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
também tinha pesado já os equilíbrios lá pra ver,equilíbrios,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
e eu caí na real que realmente não,real,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
que meu pai ele é mestre de obras ele,mestre,substantivo,['Masc'],Nome Composto,,-,-,-,-,-,-,-,-,-,
pai ele é mestre de obras ele é eletricista,obras,substantivo,['Fem'],Nome Composto,,-,-,-,-,-,-,-,-,-,
desisti só por conta do localização mesmo                       mas,localização,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
resto eu num gostava                       Odontologia não quero Medicina,Odontologia,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
quero Medicina nunca quis                       Fisioterapia num gostava Fono,Fisioterapia,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
aprender forçado                       estudo dos nutrientes                       não,nutrientes,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
aula era os                                                  os mestrandos dela                       se,mestrandos,substantivo,['Masc'],,,não,deverbal,masculino,mais,não,sim,não,não,biforme,
aula de mestrando né   fia                        pelo amor,fia,substantivo,['Fem'],Vocativo,,-,-,-,-,-,-,-,-,-,
de quê                       questões de normas de da pra,normas,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
um artigo a colocar referências essas coisas assim,referências,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
de fornecerem nutrientes pro nosso organismo eles fornecem algo,organismo,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
por exemplo                       o ômega três                       tem,ômega,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
tem questão de      no colesterol                       previnir riscos,colesterol,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
previnir riscos de doenças cardiovasculares obesidade essas coisas assim,obesidade,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
englobar esses alimentos                       esses compostos                       na alimentação,compostos,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
um exercício pra vida                       agregamento de va,agregamento,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
va   de conhecimento de valores                                                 esse tipo,valores,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
tinha acabado de abrir o Instituto praticamente então tinha,Instituto,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
era tanto aqui eu                       convi   eu tou,convi,substantivo,['Masc'],-,,-,-,-,-,-,-,-,-,-,
qualquer curso na verdade é intere   é importante,intere,substantivo,['Masc'],-,,-,-,-,-,-,-,-,-,-,
de animais da                       da floresta das árvores,floresta,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
é de um de um mestrando que ela é,mestrando,substantivo,['Masc'],,,não,deverbal,masculino,mais,não,sim,não,não,biforme,
fala sobre a síndrome dos ovários policístos                       ele,ovários,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
policístos                       ele vai utilizar alecrim                       como,alecrim,substantivo,['Fem'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
alecrim                       como                       um fitoquímico                       torápico,fitoquímico,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
trata muito da parte de bioquímica que é a,bioquímica,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
bioquímica trata                       do complexo no geral de,complexo,substantivo,['Masc'],,,não,impróprio,masculino,menos,não,sim,não,não,biforme,
pequenas partes do nosso corpo células como elas metabolizam,células,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
tá relacionado com nosso metabolismo e nosso metabolismo,metabolismo,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
em nutrição esportiva especialização em fitoterapia                       especialização em,fitoterapia,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
sabe    de comida de dieta e é isso,dieta,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
tem que levar em consideração                       o peso,consideração,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
fatores sociais                       tem todo demográficos tem toda uma,demográficos,substantivo,['Masc'],Adjetivo,,-,-,-,-,-,-,-,-,-,
muito cálculo de de calorias                       é é,calorias,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
gosto de não gostava de verduras                       aí quando,verduras,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
que começar a comer umas verdura né   porque,verdura,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
todo mundo é bem                       regradozinho na alimentação sabe,regradozinho,substantivo,['Masc'],Adjetivo,,-,-,-,-,-,-,-,-,-,
é bem                       certinho nos parâmetros vamos dizer assim,parâmetros,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
aí eu fui na nutricionista                       eu mesma,nutricionista,substantivo,['Fem'],,,não,comum,feminino,mais,não,não,sim,não,uniforme,
não eu tenho que comer legumes eu tenho que,legumes,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
acho que a                       o convivívio com os professores,convivívio,substantivo,['Masc'],,convívio,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
eu me sentia como uma obriga   uma obrigação,obriga,substantivo,['Fem'],-,,-,-,-,-,-,-,-,-,-,
tá comendo pelo menos uma folha de alface né,folha,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
gente isso aqui olhe esse mineral tal na nessa,mineral,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
que você foi pra um nutricionista foi   aqui,nutricionista,substantivo,['Masc'],,,não,comum,masculino,mais,não,não,sim,não,uniforme,
entendeu   ela fazia tipo manobras pra eu comer,manobras,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
repugnava                        tipo                       tipo brócolis                       odiava bró,brócolis,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
o quê                       coloque no congelador que ele fica,congelador,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
prato de verdura nem de legume nem nada nem,legume,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
isso daqui   e pron     mãe você,pron,substantivo,['Masc'],-,,-,-,-,-,-,-,-,-,-,
lá sabe   tipo altos elogios ao curso e,elogios,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
como microbiologia que eu perío   no segundo,perío,substantivo,['Masc'],-,,-,-,-,-,-,-,-,-,-,
pra essa matéria porque a específica agora é essa,específica,substantivo,['Fem'],,,não,impróprio,feminino,menos,não,sim,não,não,biforme,
específico           pois ainda minha meta até agora é,meta,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
ser           digamos assim           conhecedor de fi,conhecedor,substantivo,['Masc'],,,não,deverbal,masculino,mais,não,sim,não,não,biforme,
outro           cê procurar outras verdades para           cê,verdades,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
eu não conheço ela por completo           não conheço,completo,substantivo,['Masc'],Adjetivo,,-,-,-,-,-,-,-,-,-,
bem informado           mas nos âmbitos que você já,âmbitos,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
a fila           fosse melhor administrada           porque,administrada,substantivo,['Fem'],Verbo,,-,-,-,-,-,-,-,-,-,
local ou           daqui pra reitloria s   pra,reitloria,substantivo,['Fem'],,reitoria,não,comum,feminino,menos,sim,não,não,não,uniforme,
seguiria em frente           virari   e,virari,substantivo,['Masc'],-,,-,-,-,-,-,-,-,-,-,
porque teria um           uma sinalização indicando o nome,sinalização,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
porque ler           cê fazer resumo           atividade toda,resumo,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
português           tá ligado ni acentuação pontuação coesão,acentuação,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
de folha lápis           cola tesoura           estilete régua,tesoura,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
lápis           cola tesoura           estilete régua                      essas,estilete,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
cola tesoura           estilete régua                      essas coisas,régua,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
estilete régua                      essas coisas sketchbook                      pra fazer,sketchbook,substantivo,['Masc'],,,não,estrangeirismo,masculino,menos,sim,não,não,não,uniforme,
ficar em casa assistindo           anime           quando eu,anime,substantivo,['Masc'],,,não,estrangeirismo,masculino,menos,sim,não,não,não,uniforme,
pra prova           quais os animes que você assiste,animes,substantivo,['Masc'],,,não,estrangeirismo,masculino,menos,sim,não,não,não,uniforme,
bom           é sobre           guerreiros           digamos com,guerreiros,substantivo,['Masc'],,,não,comum,masculino,mais,não,sim,não,não,biforme,
digamos com poderes           sobrehumanos           na qual,sobrehumanos,substantivo,['Masc'],Adjetivo,,-,-,-,-,-,-,-,-,-,
pessoa que           por sua inocência           ela obtém,inocência,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
os que eu já tenho ami            os que,ami,substantivo,['Masc'],-,,-,-,-,-,-,-,-,-,-,
a gente           jogava basquete           joga ainda,basquete,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
música           ou senão assisto fitdance                      boto fitdance,fitdance,substantivo,['Masc'],,,não,estrangeirismo,masculino,menos,sim,não,não,não,uniforme,
Praça da Matriz           o trailer vermelho é o,trailer,substantivo,['Masc'],,,não,estrangeirismo,masculino,menos,sim,não,não,não,uniforme,
diretamente eu sou sua vizinha fofoqueira           eu espalhei,fofoqueira,substantivo,['Fem'],Adjetivo,,-,-,-,-,-,-,-,-,-,
procuraria saber o porquê de inventaste           tal coisa,inventaste,substantivo,['Masc'],Verbo,,-,-,-,-,-,-,-,-,-,
de pôr a conversa em pratos limpos           antes,pratos,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
pra chegar já na brutalidade           a depender,brutalidade,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
acho necessário pra não haver desperdício           pois,desperdício,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
um modo de você fazer reciclagem           um modo,reciclagem,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
coisas           você pratica alguma situ   alguma ação,situ,substantivo,['Fem'],-,,-,-,-,-,-,-,-,-,-,
pra preservar o meio ambien   ambiente,ambien,substantivo,['Masc'],-,,-,-,-,-,-,-,-,-,-,
chuva tem bocas           os bueiros que entopem,bueiros,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
cidade da prefeitura           do Município que trate dessa,Município,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
me sentiria seguro porque eu porto           meu celular,porto,substantivo,['Masc'],Verbo,,-,-,-,-,-,-,-,-,-,
e   teria   mais recintos e moraria mais,recintos,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
devia           fazer           um baculejo ou repreender o,baculejo,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
tar com som de mala no alto,mala,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
um banco           explodiram o caixa           aí depois,caixa,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
nesse jogo a concentração de General fica todo na,General,substantivo,['Masc'],,,não,comum,masculino e feminino,mais,não,não,sim,não,uniforme,
no banco entraram botaram uma dinamite           e explodiram,dinamite,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
criminalidade           a sensação de impunidade           a sensação,impunidade,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
você estudava           de em termos de tudo de,termos,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
parceria           uma hora eu brigo mas hora tamos,brigo,substantivo,['Masc'],Verbo,,-,-,-,-,-,-,-,-,-,
mesma oportunidade           tantos para brancos normal preto,brancos,substantivo,['Masc'],,,não,impróprio,masculino,mais,não,sim,não,não,biforme,
que se consideram de outra raça           de qualquer,raça,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
conta de primeiro grau equação de primeiro grau,equação,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
que eu acho que a compreensão fi   é,compreensão,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
fi   é melhor           videoaulas e essas coisa,videoaulas,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
que é um           uma modalidade na qual,modalidade,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
eu escorreguei e bati o queixo           tenho a,queixo,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
coisa que eu tinha           divertimento na no momento,divertimento,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
outros conceitos que foi           Yuri           digamos,Yuri,substantivo,['Masc'],,,não,nome próprio,masculino e feminino,mais,não,não,sim,não,uniforme,
fale a ela           a restrição é bem menor,restrição,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
agora no quesito do coroa ele                        é,coroa,substantivo,['Fem'],,,não,comum,masculino,mais,não,não,sim,não,uniforme,
já já participei de cenas           constrangedoras uma,cenas,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
meio do intervalo no pátio todo           aí,pátio,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
de   a            minha tarefa já tinha terminado,tarefa,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
aniversário           dele fazer uma macarronada tal           aí,macarronada,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
General           aí houve esse desencontro           nesse desencontro,desencontro,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
quando           passou tinha um gancho eu           como,gancho,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
bom           eu assisti Mecanismo gosto de filme,Mecanismo,substantivo,['Masc'],,,não,nome próprio,masculino,menos,sim,não,não,não,uniforme,
equipamento eletrônico           ou com lábias mesmo lábia,lábias,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
ou com lábias mesmo lábia           começam separadamente,lábia,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
sobre natureza           esses desastres da natureza como,desastres,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
desastres da natureza como tornado furacão           tsunami vu,furacão,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
natureza como tornado furacão           tsunami vu    de,tsunami,substantivo,['Masc'],,,não,estrangeirismo,masculino,menos,sim,não,não,não,uniforme,
de   negócio de vulcão essas coisa,vulcão,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
nã   não tenho uma constante           assisto filme,constante,substantivo,['Fem'],,,não,impróprio,feminino,menos,não,não,sim,não,uniforme,
muito melhor que a da Globo                      quais novelas,Globo,substantivo,['Masc'],,,não,nome próprio,feminino,menos,não,não,sim,não,uniforme,
a da Globo                      quais novelas você           assisto,novelas,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
rapaz ouvir rádio é uma vezinha ou outra,vezinha,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
que a pessoa tem           religi   costume religioso,religi,substantivo,['Fem'],-,,-,-,-,-,-,-,-,-,-,
tinha acabado mas tinha em bacamarte           e o,bacamarte,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
e o samba de tamanco                      e como,tamanco,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
a arma           de de pólvora e atiram no,pólvora,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
ra   um tênis uma rasteirinha           que botam,rasteirinha,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
você cursa aqui Sabrina                       Psicologia                                                  em que,Psicologia,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
está aqui                        eu costumo almo   almoçar no,almo,substantivo,['Masc'],-,,-,-,-,-,-,-,-,-,-,
mas em em relação à locomoção é uma cidade,locomoção,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
assim quais são                         as programações que você costuma,programações,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
é um movimento de   concílio                       de cristandade,concílio,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
de   concílio                       de cristandade                       é um,cristandade,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
três dias                       em um convento                       e é,convento,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
mas é mais um encon   é mais,encon,substantivo,['Masc'],-,,-,-,-,-,-,-,-,-,-,
não                       eu gosto de litoral eu gosto mas,litoral,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
do estado                         assim as percepções que você teve,percepções,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
eu mostraria                                                daria uma voltinha na cidade toda,voltinha,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
não sei eu levaria na confeitaria que tem lá,confeitaria,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
minha mãe tava saindo de biz                       e aí,biz,substantivo,['Masc'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
ela tava indo de bis e o,bis,substantivo,['Masc'],,biz,não,comum,feminino,menos,sim,não,não,não,uniforme,
e outra colega na bis                       e aí,bis,substantivo,['Fem'],,biz,não,comum,feminino,menos,sim,não,não,não,uniforme,
no caso de                         algum assasssinato                         algum estupro,assasssinato,substantivo,['Masc'],-,assassinato,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
então eu acho                       esse déficit na escola pública,déficit,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
tempo todo dos                       dos administradores                       eles,administradores,substantivo,['Masc'],,,não,deverbal,masculino,mais,não,sim,não,não,biforme,
de                       direta não tem psicólgos próximos                       mas,psicólgos,substantivo,['Masc'],,psicólogos,não,comum,masculino,mais,não,sim,não,não,biforme,
lidar diretamente com os fenômenos                       e não,fenômenos,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
poder                       andar um porquin   andar um,porquin,substantivo,['Masc'],,,não,comum,masculino,mais,não,sim,não,não,biforme,
não                       é do seu interese porque o horário,interese,substantivo,['Masc'],,interesse,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
matérias são mais gerais as obrigatórias                       é bom,obrigatórias,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
que são as matérias bases                       então esse,bases,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
que mais responde os meus questionamentos né                       em,questionamentos,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
algumas                       uma as principais vertentes que as pessoas,vertentes,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
conhecem é a Psicanálise                       Behaviorismo                       aí tem,Behaviorismo,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
um pouco                       relacionado às crenças que a pessoa,crenças,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
e que                       os comportamentos eles são influenciados,comportamentos,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
pel                       pelo                       pela crença que a pessoa,crença,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
determinada coisa então a o cognitivo                       o Cognitivo,cognitivo,substantivo,['Masc'],,,não,impróprio,masculino,menos,não,sim,não,não,biforme,
comportamental ele                       vai nesses esquemas que a pessoa,esquemas,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
você espera construir abrir seu consultório seu próprio consultório,consultório,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
por quê                         da resposta                       então,resposta,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
o curso é um pouco generalista                                                e,generalista,substantivo,['Masc'],Adjetivo,,-,-,-,-,-,-,-,-,-,
eu decidi Psicologia por mim mesma                       mas,mim,substantivo,['Masc'],Pronome,,-,-,-,-,-,-,-,-,-,
também vai vendo                       de acor   é uma,acor,substantivo,['Masc'],-,,-,-,-,-,-,-,-,-,-,
aí começaram um monte de desistência                       nos cursos,desistência,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
Nutrição                       uma semana de socialização e integração que,socialização,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
uma semana de socialização e integração que tem lá,integração,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
dava um pro   o tutor dava um problema,tutor,substantivo,['Masc'],,,não,comum,masculino,mais,não,sim,não,não,biforme,
e o tutor podia fazer intervenções                       caso a,intervenções,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
correta ou quisesse fazer alguma observação                       e também,observação,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
gente elas traziam temas de agressividade                       de desobediência,agressividade,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
temas de agressividade                       de desobediência                       de,desobediência,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
desobediência                       de                       alguns medos medos de dormir,medos,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
mesmo sabe                                                usando                       cois   teorias da,cois,substantivo,['Fem'],-,,-,-,-,-,-,-,-,-,-,
